,x
1,1
2,2
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,2
16,1
17,1
18,1
19,1
20,2
21,1
22,1
23,1
24,2
25,1
26,1
27,1
28,2
29,1
30,1
31,1
32,2
33,2
34,1
35,2
36,1
37,2
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,2
47,1
48,1
49,1
50,1
51,2
52,1
53,2
54,1
55,1
56,1
57,1
58,1
59,2
60,1
61,1
62,1
63,1
64,1
65,1
66,2
67,1
68,1
69,1
70,2
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,2
85,2
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,2
100,1
101,2
102,2
103,1
104,1
105,2
106,1
107,1
108,1
109,1
110,1
111,2
112,1
113,2
114,1
115,1
116,1
117,1
118,1
119,1
120,2
121,1
122,2
123,1
124,1
125,1
126,2
127,1
128,2
129,1
130,1
131,1
132,2
133,1
134,1
135,1
136,1
137,2
138,2
139,1
140,1
141,1
142,2
143,1
144,2
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,2
164,1
165,2
166,1
167,2
168,1
169,2
170,2
171,2
172,1
173,1
174,2
175,1
176,1
177,1
178,2
179,1
180,2
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,2
189,1
190,1
191,1
192,1
193,1
194,2
195,1
196,2
197,1
198,1
199,1
200,2
201,1
202,2
203,1
204,1
205,1
206,2
207,1
208,1
209,2
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,2
227,1
228,1
229,1
230,1
231,1
232,2
233,1
234,2
235,1
236,1
237,1
238,2
239,2
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,2
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,2
259,1
260,1
261,1
262,2
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,2
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,2
284,1
285,1
286,1
287,1
288,1
289,1
290,2
291,1
292,1
293,1
294,1
295,2
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,2
306,1
307,1
308,2
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,2
321,2
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,2
334,1
335,1
336,2
337,1
338,1
339,1
340,1
341,2
342,1
343,1
344,2
345,1
346,1
347,1
348,2
349,1
350,1
351,1
352,1
353,1
354,1
355,2
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,2
369,1
370,1
371,2
372,1
373,1
374,1
375,1
376,2
377,1
378,2
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,2
388,1
389,1
390,2
391,1
392,1
393,2
394,1
395,1
396,2
397,1
398,1
399,1
400,2
401,1
402,1
403,1
404,1
405,1
406,2
407,1
408,1
409,2
410,1
411,1
412,1
413,2
414,1
415,1
416,1
417,1
418,2
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,2
429,1
430,2
431,1
432,1
433,1
434,2
435,1
436,1
437,1
438,1
439,1
440,2
441,2
442,2
443,1
444,1
445,2
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,2
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,2
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,2
489,1
490,1
491,1
492,1
493,2
494,2
495,1
496,1
497,1
498,1
499,2
500,1
501,1
502,2
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,2
515,1
516,1
517,1
518,1
519,2
520,1
521,2
522,1
523,1
524,1
525,1
526,1
527,1
528,2
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,2
540,1
541,1
542,1
543,2
544,1
545,1
546,1
547,1
548,1
549,2
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,2
565,1
